CAMPUS,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION,REGNNAME
"108912105","ROSENDO BENAVIDES EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912106","LEO J LEO EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912107","ELIGIO KIKA DE LA GARZA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912108","E B REYNA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912109","ELODIA R CHAPA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912110","JOSE DE ESCANDON EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912111","DIAZ-VILLARREAL EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912112","NARCISO CAVAZOS","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912113","TABASCO EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912114","PATRICIO PEREZ EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912115","HENRY B GONZALEZ EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912116","LLOYD M BENTSEN EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912117","SAM FORDYCE EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912118","EMILIANO ZAPATA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912120","JUAN SEGUIN EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912121","ENRIQUE KIKI CAMARENA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912122","DR AMERICO PAREDES EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912123","WILLIAM J CLINTON EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912124","CORINA PENA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912126","EVANGELINA GARZA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912127","DR MARIA PALMIRA MENDIOLA EL","N","N","HIDALGO","108","LA JOYA ISD","108912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913001","WESLACO H S","N","N","HIDALGO","108","WESLACO ISD","108913","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108913003","SOUTH PALM GARDENS H S","Y","N","HIDALGO","108","WESLACO ISD","108913","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108913005","HIDALGO CO J J A E P","N","N","HIDALGO","108","WESLACO ISD","108913","06 - 09","M"," "," ","01","REGION 01: EDINBURG"
"108913006","WESLACO EAST H S","N","N","HIDALGO","108","WESLACO ISD","108913","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108913007","HIDALGO COUNTY BOOT CAMP","N","N","HIDALGO","108","WESLACO ISD","108913","08 - 11","S"," "," ","01","REGION 01: EDINBURG"
"108913008","HORTON DISCIPLINARY ALTERNATIVE ED","N","N","HIDALGO","108","WESLACO ISD","108913","05 - 12","B"," "," ","01","REGION 01: EDINBURG"
"108913009","WESLACO 21ST CENTURY CTE EARLY COL","N","N","HIDALGO","108","WESLACO ISD","108913","09 - 10","S"," "," ","01","REGION 01: EDINBURG"
"108913041","MARY HOGE MIDDLE","N","N","HIDALGO","108","WESLACO ISD","108913","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108913042","ARMANDO CUELLAR MIDDLE SCHOOL","N","N","HIDALGO","108","WESLACO ISD","108913","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108913043","CENTRAL MIDDLE","N","N","HIDALGO","108","WESLACO ISD","108913","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108913044","BEATRIZ G GARZA MIDDLE","N","N","HIDALGO","108","WESLACO ISD","108913","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108913102","F D ROOSEVELT ELEMENTARY","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913103","SAM HOUSTON EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913104","RODOLFO RUDY SILVA JR EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913106","RAUL A GONZALEZ JR EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913109","DR R E MARGO EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913110","AIRPORT ELEMENTARY","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913111","MEMORIAL EL","N","N","HIDALGO","108","WESLACO ISD","108913","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913112","NORTH BRIDGE EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913113","A N RICO ELEMENTARY","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913114","CLECKLER/HEALD EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913117","PFC MARIO YBARRA EL","N","N","HIDALGO","108","WESLACO ISD","108913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108913118","21ST CENTURY EARLY LEARNING FOUNDA","N","N","HIDALGO","108","WESLACO ISD","108913","PK - PK","E","108913113","A N RICO ELEMENTARY","01","REGION 01: EDINBURG"
"108914001","LA VILLA EARLY COLLEGE H S","N","N","HIDALGO","108","LA VILLA ISD","108914","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108914041","LA VILLA MIDDLE","N","N","HIDALGO","108","LA VILLA ISD","108914","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108914101","JOSE BERNABE MUNOZ EL","N","N","HIDALGO","108","LA VILLA ISD","108914","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108915001","MONTE ALTO H S","N","N","HIDALGO","108","MONTE ALTO ISD","108915","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108915041","JOSE BORREGO MIDDLE","N","N","HIDALGO","108","MONTE ALTO ISD","108915","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108915101","MONTE ALTO EL","N","N","HIDALGO","108","MONTE ALTO ISD","108915","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108916001","VALLEY VIEW H S","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108916041","VALLEY VIEW EARLY COLLEGE CAMPUS","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","08 - 09","M"," "," ","01","REGION 01: EDINBURG"
"108916042","VALLEY VIEW J H","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","06 - 07","M"," "," ","01","REGION 01: EDINBURG"
"108916102","VALLEY VIEW EL","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","PK - 04","E"," "," ","01","REGION 01: EDINBURG"
"108916103","VALLEY VIEW NORTH EL","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","PK - 04","E"," "," ","01","REGION 01: EDINBURG"
"108916104","WILBUR E LUCAS EL","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","PK - 04","E"," "," ","01","REGION 01: EDINBURG"
"108916105","VALLEY VIEW SOUTH EL","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","PK - 04","E"," "," ","01","REGION 01: EDINBURG"
"108916106","VALLEY VIEW 5TH GRADE CAMPUS","N","N","HIDALGO","108","VALLEY VIEW ISD","108916","05 - 05","E"," "," ","01","REGION 01: EDINBURG"
"109901001","ABBOTT SCHOOL","N","N","HILL","109","ABBOTT ISD","109901","PK - 12","B"," "," ","12","REGION 12: WACO"
"109902001","BYNUM SCHOOL","N","N","HILL","109","BYNUM ISD","109902","PK - 12","B"," "," ","12","REGION 12: WACO"
"109903001","COVINGTON SCHOOL","N","N","HILL","109","COVINGTON ISD","109903","PK - 12","B"," "," ","12","REGION 12: WACO"
"109904001","HILLSBORO H S","N","N","HILL","109","HILLSBORO ISD","109904","09 - 12","S"," "," ","12","REGION 12: WACO"
"109904010","HILL CO J J A E P","N","N","HILL","109","HILLSBORO ISD","109904","06 - 06","M"," "," ","12","REGION 12: WACO"
"109904041","HILLSBORO J H","N","N","HILL","109","HILLSBORO ISD","109904","07 - 08","M"," "," ","12","REGION 12: WACO"
"109904101","FRANKLIN EL","N","N","HILL","109","HILLSBORO ISD","109904","EE - PK","E","109904109","HILLSBORO INTERMEDIATE","12","REGION 12: WACO"
"109904104","HILLSBORO EL","N","N","HILL","109","HILLSBORO ISD","109904","KG - 02","E","109904109","HILLSBORO INTERMEDIATE","12","REGION 12: WACO"
"109904109","HILLSBORO INTERMEDIATE","N","N","HILL","109","HILLSBORO ISD","109904","03 - 06","E"," "," ","12","REGION 12: WACO"
"109905001","HUBBARD H S","N","N","HILL","109","HUBBARD ISD","109905","09 - 12","S"," "," ","12","REGION 12: WACO"
"109905010","HILL CO J J A E P","N","N","HILL","109","HUBBARD ISD","109905","10 - 10","S"," "," ","12","REGION 12: WACO"
"109905041","HUBBARD MIDDLE","N","N","HILL","109","HUBBARD ISD","109905","06 - 08","M"," "," ","12","REGION 12: WACO"
"109905101","HUBBARD EL","N","N","HILL","109","HUBBARD ISD","109905","EE - 05","E"," "," ","12","REGION 12: WACO"
"109907001","ITASCA H S","N","N","HILL","109","ITASCA ISD","109907","09 - 12","S"," "," ","12","REGION 12: WACO"
"109907041","ITASCA MIDDLE","N","N","HILL","109","ITASCA ISD","109907","06 - 08","M"," "," ","12","REGION 12: WACO"
"109907101","ITASCA EL","N","N","HILL","109","ITASCA ISD","109907","EE - 05","E"," "," ","12","REGION 12: WACO"
"109908101","MALONE EL","N","N","HILL","109","MALONE ISD","109908","PK - 08","E"," "," ","12","REGION 12: WACO"
"109910002","MOUNT CALM H S","N","N","HILL","109","MOUNT CALM ISD","109910","09 - 12","S"," "," ","12","REGION 12: WACO"
"109910101","MOUNT CALM EL","N","N","HILL","109","MOUNT CALM ISD","109910","PK - 08","E"," "," ","12","REGION 12: WACO"
"109911001","WHITNEY H S","N","N","HILL","109","WHITNEY ISD","109911","09 - 12","S"," "," ","12","REGION 12: WACO"
"109911010","HILL CO J J A E P","N","N","HILL","109","WHITNEY ISD","109911","09 - 09","S"," "," ","12","REGION 12: WACO"
"109911041","WHITNEY MIDDLE","N","N","HILL","109","WHITNEY ISD","109911","06 - 08","M"," "," ","12","REGION 12: WACO"
"109911101","WHITNEY EL","N","N","HILL","109","WHITNEY ISD","109911","EE - 02","E","109911102","WHITNEY INT","12","REGION 12: WACO"
"109911102","WHITNEY INT","N","N","HILL","109","WHITNEY ISD","109911","03 - 05","E"," "," ","12","REGION 12: WACO"
"109912001","AQUILLA SCHOOL","N","N","HILL","109","AQUILLA ISD","109912","PK - 12","B"," "," ","12","REGION 12: WACO"
"109913001","BLUM H S","N","N","HILL","109","BLUM ISD","109913","09 - 12","S"," "," ","12","REGION 12: WACO"
"109913041","BLUM MIDDLE","N","N","HILL","109","BLUM ISD","109913","06 - 08","M"," "," ","12","REGION 12: WACO"
"109913101","BLUM EL","N","N","HILL","109","BLUM ISD","109913","PK - 05","E"," "," ","12","REGION 12: WACO"
"109914001","PENELOPE SCHOOL","N","N","HILL","109","PENELOPE ISD","109914","PK - 12","B"," "," ","12","REGION 12: WACO"
"110901001","ANTON SCHOOL","N","N","HOCKLEY","110","ANTON ISD","110901","PK - 12","B"," "," ","17","REGION 17: LUBBOCK"
"110902001","LEVELLAND H S","N","N","HOCKLEY","110","LEVELLAND ISD","110902","09 - 12","S"," "," ","17","REGION 17: LUBBOCK"
"110902041","LEVELLAND MIDDLE","N","N","HOCKLEY","110","LEVELLAND ISD","110902","06 - 08","M"," "," ","17","REGION 17: LUBBOCK"
"110902042","LEVELLAND INT","N","N","HOCKLEY","110","LEVELLAND ISD","110902","04 - 07","M"," "," ","17","REGION 17: LUBBOCK"
"110902104","CAPITOL EL","N","N","HOCKLEY","110","LEVELLAND ISD","110902","01 - 03","E"," "," ","17","REGION 17: LUBBOCK"
"110902105","SOUTH EL","N","N","HOCKLEY","110","LEVELLAND ISD","110902","01 - 03","E"," "," ","17","REGION 17: LUBBOCK"
"110902106","LEVELLAND ACADEMIC BEGINNINGS CENT","N","N","HOCKLEY","110","LEVELLAND ISD","110902","EE - 02","E","110902104","CAPITOL EL","17","REGION 17: LUBBOCK"
"110905001","ROPES SCHOOL","N","N","HOCKLEY","110","ROPES ISD","110905","PK - 12","B"," "," ","17","REGION 17: LUBBOCK"
"110906001","SMYER H S","N","N","HOCKLEY","110","SMYER ISD","110906","07 - 12","S"," "," ","17","REGION 17: LUBBOCK"
"110906101","SMYER EL","N","N","HOCKLEY","110","SMYER ISD","110906","PK - 06","E"," "," ","17","REGION 17: LUBBOCK"
"110907001","SUNDOWN H S","N","N","HOCKLEY","110","SUNDOWN ISD","110907","09 - 12","S"," "," ","17","REGION 17: LUBBOCK"
"110907002","PEP ALTER SCHOOL","Y","N","HOCKLEY","110","SUNDOWN ISD","110907","09 - 12","S"," "," ","17","REGION 17: LUBBOCK"
"110907041","SUNDOWN J H","N","N","HOCKLEY","110","SUNDOWN ISD","110907","06 - 08","M"," "," ","17","REGION 17: LUBBOCK"
"110907101","SUNDOWN EL","N","N","HOCKLEY","110","SUNDOWN ISD","110907","PK - 05","E"," "," ","17","REGION 17: LUBBOCK"
"110908001","WHITHARRAL SCHOOL","N","N","HOCKLEY","110","WHITHARRAL ISD","110908","KG - 12","B"," "," ","17","REGION 17: LUBBOCK"
"111901001","GRANBURY H S","N","N","HOOD","111","GRANBURY ISD","111901","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"111901002","STARS ACCELERATED H S","Y","N","HOOD","111","GRANBURY ISD","111901","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"111901005","CROSSLAND NINTH GRADE CENTER","N","N","HOOD","111","GRANBURY ISD","111901","09 - 09","S"," "," ","11","REGION 11: FORT WORTH"
"111901041","GRANBURY MIDDLE","N","N","HOOD","111","GRANBURY ISD","111901","06 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"111901042","ACTON MIDDLE","N","N","HOOD","111","GRANBURY ISD","111901","06 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"111901102","ACTON EL","N","N","HOOD","111","GRANBURY ISD","111901","PK - 05","E"," "," ","11","REGION 11: FORT WORTH"
"111901104","EMMA ROBERSON EL","N","N","HOOD","111","GRANBURY ISD","111901","PK - 02","E","111901108","JOHN AND LYNN BRAWNER INT","11","REGION 11: FORT WORTH"
"111901105","NETTIE BACCUS EL","N","N","HOOD","111","GRANBURY ISD","111901","PK - 05","E"," "," ","11","REGION 11: FORT WORTH"
"111901106","OAK WOODS SCHOOL","N","N","HOOD","111","GRANBURY ISD","111901","PK - 05","E"," "," ","11","REGION 11: FORT WORTH"
"111901107","MAMBRINO SCHOOL","N","N","HOOD","111","GRANBURY ISD","111901","EE - 06","E"," "," ","11","REGION 11: FORT WORTH"
"111901108","JOHN AND LYNN BRAWNER INT","N","N","HOOD","111","GRANBURY ISD","111901","03 - 05","E"," "," ","11","REGION 11: FORT WORTH"
"111902003","LIPAN H S","N","N","HOOD","111","LIPAN ISD","111902","07 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"111902102","LIPAN EL","N","N","HOOD","111","LIPAN ISD","111902","PK - 06","E"," "," ","11","REGION 11: FORT WORTH"
"111903001","TOLAR H S","N","N","HOOD","111","TOLAR ISD","111903","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"111903041","TOLAR J H","N","N","HOOD","111","TOLAR ISD","111903","06 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"111903101","TOLAR EL","N","N","HOOD","111","TOLAR ISD","111903","EE - 05","E"," "," ","11","REGION 11: FORT WORTH"
"112901002","SULPHUR SPRINGS H S","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"112901041","SULPHUR SPRINGS MIDDLE","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","06 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"112901102","EARLY CHILDHOOD LRN CTR","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","EE - KG","E","112901108","SULPHUR SPRINGS EL","08","REGION 08: MT PLEASANT"
"112901104","LAMAR EL","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","01 - 02","E","112901108","SULPHUR SPRINGS EL","08","REGION 08: MT PLEASANT"
"112901105","TRAVIS EL","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","01 - 02","E","112901108","SULPHUR SPRINGS EL","08","REGION 08: MT PLEASANT"
"112901106","BOWIE EL","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","01 - 02","E","112901108","SULPHUR SPRINGS EL","08","REGION 08: MT PLEASANT"
"112901107","DOUGLAS INT","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","05 - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"112901108","SULPHUR SPRINGS EL","N","N","HOPKINS","112","SULPHUR SPRINGS ISD","112901","03 - 04","E"," "," ","08","REGION 08: MT PLEASANT"
"112905001","CUMBY H S","N","N","HOPKINS","112","CUMBY ISD","112905","06 - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"112905101","CUMBY EL","N","N","HOPKINS","112","CUMBY ISD","112905","PK - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"112906001","NORTH HOPKINS H S","N","N","HOPKINS","112","NORTH HOPKINS ISD","112906","06 - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"112906101","NORTH HOPKINS EL","N","N","HOPKINS","112","NORTH HOPKINS ISD","112906","EE - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"112907001","MILLER GROVE SCHOOL","N","N","HOPKINS","112","MILLER GROVE ISD","112907","PK - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"112908001","COMO-PICKTON SCHOOL","N","N","HOPKINS","112","COMO-PICKTON CISD","112908","PK - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"112909001","SALTILLO SCHOOL","N","N","HOPKINS","112","SALTILLO ISD","112909","PK - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"112910001","SULPHUR BLUFF ISD","N","N","HOPKINS","112","SULPHUR BLUFF ISD","112910","PK - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"113901002","CROCKETT H S","N","N","HOUSTON","113","CROCKETT ISD","113901","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"113901004","PINEYWOODS AEC OF CHOICE","Y","N","HOUSTON","113","CROCKETT ISD","113901","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"113901041","CROCKETT J H","N","N","HOUSTON","113","CROCKETT ISD","113901","06 - 08","M"," "," ","06","REGION 06: HUNTSVILLE"
"113901102","CROCKETT EL","N","N","HOUSTON","113","CROCKETT ISD","113901","01 - 05","E"," "," ","06","REGION 06: HUNTSVILLE"
"113901105","EARLY CHILDHOOD CTR","N","N","HOUSTON","113","CROCKETT ISD","113901","EE - KG","E","113901102","CROCKETT EL","06","REGION 06: HUNTSVILLE"
"113902002","GRAPELAND H S","N","N","HOUSTON","113","GRAPELAND ISD","113902","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"113902041","GRAPELAND J H","N","N","HOUSTON","113","GRAPELAND ISD","113902","06 - 08","M"," "," ","06","REGION 06: HUNTSVILLE"
"113902102","GRAPELAND EL","N","N","HOUSTON","113","GRAPELAND ISD","113902","PK - 05","E"," "," ","06","REGION 06: HUNTSVILLE"
"113903002","LOVELADY J H H S","N","N","HOUSTON","113","LOVELADY ISD","113903","07 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"113903102","LOVELADY EL","N","N","HOUSTON","113","LOVELADY ISD","113903","PK - 06","E"," "," ","06","REGION 06: HUNTSVILLE"
"113905001","LATEXO H S","N","N","HOUSTON","113","LATEXO ISD","113905","07 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"113905101","LATEXO EL","N","N","HOUSTON","113","LATEXO ISD","113905","EE - 06","E"," "," ","06","REGION 06: HUNTSVILLE"
"113906001","KENNARD H S","N","N","HOUSTON","113","KENNARD ISD","113906","06 - 12","B"," "," ","06","REGION 06: HUNTSVILLE"
"113906101","KENNARD EL","N","N","HOUSTON","113","KENNARD ISD","113906","PK - 05","E"," "," ","06","REGION 06: HUNTSVILLE"
"114901001","BIG SPRING H S","N","N","HOWARD","114","BIG SPRING ISD","114901","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"114901043","BIG SPRING J H","N","N","HOWARD","114","BIG SPRING ISD","114901","07 - 08","M"," "," ","18","REGION 18: MIDLAND"
"114901044","BIG SPRING INT","N","N","HOWARD","114","BIG SPRING ISD","114901","05 - 06","M"," "," ","18","REGION 18: MIDLAND"
"114901102","GOLIAD EL","N","N","HOWARD","114","BIG SPRING ISD","114901","KG - 04","E"," "," ","18","REGION 18: MIDLAND"
"114901108","KENTWOOD EL","N","N","HOWARD","114","BIG SPRING ISD","114901","EE - PK","E","114901111","MOSS EL","18","REGION 18: MIDLAND"
"114901110","MARCY EL","N","N","HOWARD","114","BIG SPRING ISD","114901","KG - 04","E"," "," ","18","REGION 18: MIDLAND"
"114901111","MOSS EL","N","N","HOWARD","114","BIG SPRING ISD","114901","KG - 04","E"," "," ","18","REGION 18: MIDLAND"
"114901113","WASHINGTON EL","N","N","HOWARD","114","BIG SPRING ISD","114901","KG - 04","E"," "," ","18","REGION 18: MIDLAND"
"114902001","COAHOMA H S","N","N","HOWARD","114","COAHOMA ISD","114902","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"114902041","COAHOMA J H","N","N","HOWARD","114","COAHOMA ISD","114902","06 - 08","M"," "," ","18","REGION 18: MIDLAND"
"114902101","COAHOMA EL","N","N","HOWARD","114","COAHOMA ISD","114902","EE - 05","E"," "," ","18","REGION 18: MIDLAND"
"114904001","FORSAN H S","N","N","HOWARD","114","FORSAN ISD","114904","06 - 12","B"," "," ","18","REGION 18: MIDLAND"
"114904101","FORSAN EL","N","N","HOWARD","114","FORSAN ISD","114904","PK - 05","E"," "," ","18","REGION 18: MIDLAND"
"115901004","FORT HANCOCK H S","N","N","HUDSPETH","115","FT HANCOCK ISD","115901","09 - 12","S"," "," ","19","REGION 19: EL PASO"
"115901041","FORT HANCOCK MIDDLE","N","N","HUDSPETH","115","FT HANCOCK ISD","115901","06 - 08","M"," "," ","19","REGION 19: EL PASO"
"115901101","BENITO MARTINEZ EL","N","N","HUDSPETH","115","FT HANCOCK ISD","115901","PK - 05","E"," "," ","19","REGION 19: EL PASO"
"115902001","SIERRA BLANCA SCHOOL","N","N","HUDSPETH","115","SIERRA BLANCA ISD","115902","KG - 12","B"," "," ","19","REGION 19: EL PASO"
