DISTNAME,CAMPNAME,CAMPUS,CLASS
HURST-EULESS-BEDFORD ISD,SOUTH EULESS EL,220916108,Elementary
HURST-EULESS-BEDFORD ISD,SPRING GARDEN EL,220916121,Elementary
HURST-EULESS-BEDFORD ISD,STONEGATE EL,220916110,Elementary
HURST-EULESS-BEDFORD ISD,TRANSITION PROGRAM,220916120,Secondary
HURST-EULESS-BEDFORD ISD,TRINITY H S,220916002,Secondary
HURST-EULESS-BEDFORD ISD,WEST HURST EL,220916111,Elementary
HURST-EULESS-BEDFORD ISD,WILSHIRE EL,220916112,Elementary
HUTTO ISD,HUTTO EL,246906101,Elementary
HUTTO ISD,HUTTO H S,246906001,Both Elem/Sec
IDALOU ISD,IDALOU EL,152910101,Elementary
IDALOU ISD,IDALOU H S,152910001,Secondary
IDALOU ISD,IDALOU MIDDLE,152910041,Middle
INDUSTRIAL ISD,INDUSTRIAL H S,120905001,Secondary
INDUSTRIAL ISD,INDUSTRIAL J H,120905041,Middle
INDUSTRIAL ISD,INEZ EL,120905101,Elementary
INDUSTRIAL ISD,LAWARD EL,120905102,Elementary
INDUSTRIAL ISD,VANDERBILT EL,120905103,Elementary
INGLESIDE ISD,BLASCHKE/SHELDON EL,205903103,Elementary
INGLESIDE ISD,ELIZABETH COOK PRI,205903102,Elementary
INGLESIDE ISD,INGLESIDE H S,205903001,Secondary
INGLESIDE ISD,LEON TAYLOR J H,205903042,Middle
INGRAM ISD,INGRAM EL,133904101,Elementary
INGRAM ISD,INGRAM MIDDLE,133904041,Middle
INGRAM ISD,INGRAM-TOM MOORE H S,133904001,Secondary
IOLA ISD,IOLA EL,93903101,Elementary
IOLA ISD,IOLA H S,93903001,Secondary
IOWA PARK CONS ISD,BRADFORD EL,243903101,Elementary
IOWA PARK CONS ISD,IOWA PARK H S,243903001,Secondary
IOWA PARK CONS ISD,IOWA PARK J H,243903041,Middle
IOWA PARK CONS ISD,KIDWELL EL,243903103,Elementary
IRA ISD,IRA SCHOOL,208903001,Both Elem/Sec
IRAAN-SHEFFIELD ISD,IRAAN EL,186903101,Elementary
IRAAN-SHEFFIELD ISD,IRAAN H S,186903001,Secondary
IRAAN-SHEFFIELD ISD,IRAAN J H,186903041,Middle
IRAAN-SHEFFIELD ISD,T Y C SHEFFIELD CAMPUS,186903002,Secondary
IREDELL ISD,IREDELL SCHOOL,18906001,Both Elem/Sec
IRION CO ISD,IRION EL,118902101,Elementary
IRION CO ISD,IRION H S,118902001,Both Elem/Sec
IRVING ISD,BARTON EL,57912101,Elementary
IRVING ISD,BOWIE J H,57912041,Middle
IRVING ISD,BRANDENBURG EL,57912116,Elementary
IRVING ISD,BRITAIN EL,57912103,Elementary
IRVING ISD,CROCKETT J H,57912042,Middle
IRVING ISD,DEAF ED,57912197,Elementary
IRVING ISD,ELLIOTT EL,57912118,Elementary
IRVING ISD,FARINE EL,57912113,Elementary
IRVING ISD,GILBERT BLDG,57912104,Both Elem/Sec
IRVING ISD,GOOD EL,57912105,Elementary
IRVING ISD,HALEY J EL,57912106,Elementary
IRVING ISD,HALEY T EL,57912107,Elementary
IRVING ISD,HANES EL,57912119,Elementary
IRVING ISD,HOMEBOUND,57912199,Both Elem/Sec
IRVING ISD,IRVING H S,57912002,Secondary
IRVING ISD,J O DAVIS EL,57912121,Elementary
IRVING ISD,J O SCHULZE EL,57912114,Elementary
IRVING ISD,JOHNSTON EL,57912108,Elementary
IRVING ISD,KEYES EL,57912109,Elementary
IRVING ISD,LAMAR J H,57912044,Middle
IRVING ISD,LEE EL,57912111,Elementary
IRVING ISD,LIVELY EL,57912112,Elementary
IRVING ISD,MACARTHUR H S,57912003,Secondary
IRVING ISD,NIMITZ H S,57912004,Secondary
IRVING ISD,OTIS BROWN EL,57912102,Elementary
IRVING ISD,SAM HOUSTON J H,57912046,Middle
IRVING ISD,STEPHEN F AUSTIN J H,57912045,Middle
IRVING ISD,TOWNLEY EL,57912120,Elementary
IRVING ISD,TRAVIS J H,57912043,Middle
IRVING ISD,UNION BOWER CTR,57912005,Secondary
ITALY ISD,ITALY H S,70907001,Secondary
ITALY ISD,STAFFORD EL,70907101,Elementary
ITASCA ISD,ITASCA EL,109907101,Elementary
ITASCA ISD,ITASCA H S,109907001,Secondary
ITASCA ISD,ITASCA J H,109907041,Middle
JACKSBORO ISD,ALTER SCH,119902002,Secondary
JACKSBORO ISD,JACKSBORO EL,119902101,Elementary
JACKSBORO ISD,JACKSBORO H S,119902001,Secondary
JACKSBORO ISD,JOHN LOWRANCE MIDDLE,119902041,Middle
JACKSONVILLE ISD,EAST SIDE EL,37904102,Elementary
JACKSONVILLE ISD,JACKSONVILLE H S,37904002,Secondary
JACKSONVILLE ISD,JACKSONVILLE INT,37904103,Elementary
JACKSONVILLE ISD,JACKSONVILLE MIDDLE,37904042,Middle
JACKSONVILLE ISD,THE LEARNING CTR,37904003,Secondary
JACKSONVILLE ISD,WEST SIDE KIND,37904104,Elementary
JACKSONVILLE ISD,WRIGHT EL,37904105,Elementary
JARRELL ISD,JARRELL EL,246907101,Elementary
JARRELL ISD,JARRELL H S,246907001,Secondary
JASPER ISD,J H ROWE EL,121904104,Elementary
JASPER ISD,JASPER H S,121904001,Secondary
JASPER ISD,JASPER MIDDLE,121904043,Middle
JASPER ISD,PARNELL EL,121904103,Elementary
JAYTON-GIRARD ISD,JAYTON EL,132902101,Elementary
JAYTON-GIRARD ISD,JAYTON H S,132902001,Secondary
JEFFERSON ISD,JEFFERSON EL,155901102,Elementary
JEFFERSON ISD,JEFFERSON H S,155901002,Secondary
JEFFERSON ISD,JEFFERSON MIDDLE,155901041,Middle
JIM HOGG COUNTY ISD,HEBBRONVILLE EL,124901101,Elementary
JIM HOGG COUNTY ISD,HEBBRONVILLE H S,124901001,Secondary
JIM HOGG COUNTY ISD,HEBBRONVILLE J H,124901041,Middle
JIM NED CONS ISD,BUFFALO GAP EL,221911102,Elementary
JIM NED CONS ISD,CO-OP ALTER PROG,221911002,Secondary
JIM NED CONS ISD,JIM NED H S,221911001,Secondary
JIM NED CONS ISD,LAWN EL-MIDDLE,221911101,Elementary
JOAQUIN ISD,FELLOWSHIP EL,210902102,Elementary
JOAQUIN ISD,JOAQUIN H S,210902001,Secondary
JOHNSON CITY ISD,LYNDON B JOHNSON EL,16901101,Elementary
JOHNSON CITY ISD,LYNDON B JOHNSON H S,16901001,Secondary
JOHNSON CITY ISD,LYNDON B JOHNSON MIDDLE,16901041,Middle
JONESBORO ISD,JONESBORO SCHOOL,50909001,Both Elem/Sec
JOSHUA ISD,ACCELERATED LRN CTR,126905002,Secondary
JOSHUA ISD,JOSHUA EL,126905101,Elementary
JOSHUA ISD,JOSHUA H S,126905001,Secondary
JOSHUA ISD,JOSHUA INT,126905103,Elementary
JOSHUA ISD,JOSHUA MIDDLE,126905041,Middle
JOURDANTON ISD,BIGFOOT ALTER SCH,7902002,Secondary
JOURDANTON ISD,JOURDANTON EL,7902101,Elementary
JOURDANTON ISD,JOURDANTON H S,7902001,Secondary
JOURDANTON ISD,JOURDANTON J H,7902041,Middle
JUDSON ISD,CANDLEWOOD EL,15916112,Elementary
JUDSON ISD,CONVERSE EL,15916101,Elementary
JUDSON ISD,CORONADO VILLAGE EL,15916104,Elementary
JUDSON ISD,CRESTVIEW EL,15916106,Elementary
JUDSON ISD,ELOLF EL,15916113,Elementary
JUDSON ISD,JUDSON H S,15916001,Secondary
JUDSON ISD,JUDSON LEARNING ACAD,15916003,Secondary
JUDSON ISD,KIRBY EL,15916102,Elementary
JUDSON ISD,KIRBY J H,15916041,Middle
JUDSON ISD,KITTY HAWK J H,15916042,Middle
JUDSON ISD,LIVE OAK EL,15916103,Elementary
JUDSON ISD,MILLER POINT EL,15916111,Elementary
JUDSON ISD,OLYMPIA EL,15916109,Elementary
JUDSON ISD,PARK VILLAGE EL,15916105,Elementary
JUDSON ISD,SPRING MEADOWS EL,15916110,Elementary
JUDSON ISD,THOMPSON CTR,15916004,Both Elem/Sec
JUDSON ISD,WOODLAKE EL,15916107,Elementary
JUNCTION ISD,JUNCTION EL,134901101,Elementary
JUNCTION ISD,JUNCTION H S,134901001,Secondary
JUNCTION ISD,JUNCTION MIDDLE,134901041,Middle
KARNACK ISD,KARNACK EL,102901103,Elementary
KARNACK ISD,KARNACK H S,102901002,Secondary
KARNES CITY ISD,KARNES CITY H S,128901001,Secondary
KARNES CITY ISD,KARNES CITY J H,128901041,Middle
KARNES CITY ISD,ROGER E SIDES EL,128901105,Elementary
KATY ISD,BEAR CREEK EL,101914106,Elementary
KATY ISD,CIMARRON EL,101914107,Elementary
KATY ISD,DIANE WINBORN EL,101914108,Elementary
KATY ISD,EDNA MAE FIELDER EL,101914114,Elementary
KATY ISD,HAZEL S PATTISON EL,101914112,Elementary
KATY ISD,KATY EL,101914102,Elementary
KATY ISD,KATY H S,101914001,Secondary
KATY ISD,KATY J H,101914041,Middle
KATY ISD,LORAINE T GOLBOW EL,101914113,Elementary
KATY ISD,MAURICE L WOLFE EL,101914101,Elementary
KATY ISD,MAYDE CREEK EL,101914111,Elementary
KATY ISD,MAYDE CREEK H S,101914005,Secondary
KATY ISD,MAYDE CREEK J H,101914043,Middle
KATY ISD,MEMORIAL PARKWAY EL,101914104,Elementary
KATY ISD,MEMORIAL PARKWAY J H,101914044,Middle
KATY ISD,NOTTINGHAM COUNTRY EL,101914109,Elementary
KATY ISD,OPPORT AWARENESS CTR,101914003,Secondary
KATY ISD,SUNDOWN EL,101914110,Elementary
KATY ISD,T H MCDONALD J H,101914045,Middle
KATY ISD,TAYLOR H S,101914002,Secondary
KATY ISD,WEST MEMORIAL EL,101914103,Elementary
KATY ISD,WEST MEMORIAL J H,101914042,Middle
KATY ISD,ZELMA HUTSELL EL,101914105,Elementary
KAUFMAN ISD,ACCELERATED LRN CTR,129903002,Secondary
KAUFMAN ISD,KAUFMAN H S,129903001,Secondary
KAUFMAN ISD,LUCILLE NASH EL,129903102,Both Elem/Sec
KAUFMAN ISD,MONDAY PRI,129903103,Elementary
KAUFMAN ISD,NORMAN J H,129903041,Both Elem/Sec
KAUFMAN ISD,PHILLIPS EL,129903101,Elementary
KEENE ISD,ALTER ED,126906002,Both Elem/Sec
KEENE ISD,EAST CAMPUS,126906102,Both Elem/Sec
KEENE ISD,KEENE EL,126906101,Elementary
KEENE ISD,KEENE H S,126906001,Secondary
KEENE ISD,KEENE J H,126906041,Middle
KELLER ISD,BEAR CREEK INT,220907104,Middle
KELLER ISD,CHISHOLM TRAIL INT,220907107,Middle
KELLER ISD,FLORENCE EL,220907102,Elementary
KELLER ISD,FOSSIL HILL MIDDLE,220907042,Middle
KELLER ISD,FOSSIL RIDGE H S,220907002,Secondary
KELLER ISD,HERITAGE EL,220907106,Elementary
KELLER ISD,KELLER H S,220907001,Secondary
KELLER ISD,KELLER MIDDLE,220907041,Middle
KELLER ISD,KELLER-HARVEL EL,220907101,Elementary
KELLER ISD,NEW DIRECTIONS LRN CTR,220907039,Both Elem/Sec
KELLER ISD,PARK GLEN EL,220907109,Elementary
KELLER ISD,PARKVIEW EL,220907103,Elementary
KELLER ISD,SHADY GROVE EL,220907108,Elementary
KELLER ISD,WHITLEY ROAD EL,220907105,Elementary
KELTON ISD,KELTON SCHOOL,242905001,Elementary
KEMP ISD,KEMP H S,129904001,Secondary
KEMP ISD,KEMP INT,129904102,Elementary
KEMP ISD,KEMP J H,129904041,Middle
KEMP ISD,KEMP PRI,129904101,Elementary
KENDLETON ISD,POWELL POINT EL,79908101,Elementary
KENEDY COUNTY WIDE CSD,SARITA EL,131001103,Elementary
KENEDY ISD,KARNES COUNTY ACAD,128902002,Secondary
KENEDY ISD,KENEDY EL,128902104,Elementary
KENEDY ISD,KENEDY H S,128902001,Secondary
KENEDY ISD,KENEDY J H,128902041,Middle
KENNARD ISD,KENNARD EL,113906101,Elementary
KENNARD ISD,KENNARD H S,113906001,Secondary
KENNEDALE ISD,JAMES A ARTHUR EL,220914101,Elementary
KENNEDALE ISD,JAMES F DELANEY PRI,220914102,Elementary
KENNEDALE ISD,KENNEDALE H S,220914001,Secondary
KENNEDALE ISD,KENNEDALE J H,220914041,Middle
KERENS ISD,KERENS SCHOOL,175907001,Both Elem/Sec
KERMIT ISD,EAST PRI,248901102,Elementary
KERMIT ISD,KERMIT H S,248901001,Secondary
KERMIT ISD,KERMIT J H,248901041,Middle
KERMIT ISD,PURPLE SAGE EL,248901104,Elementary
KERRVILLE ISD,DANIELS EL,133903101,Elementary
KERRVILLE ISD,MENTORING/LEARNING CTR,133903105,Secondary
KERRVILLE ISD,NIMITZ EL,133903103,Elementary
KERRVILLE ISD,PETERSON MIDDLE,133903041,Middle
KERRVILLE ISD,RECOR,133903106,Secondary
KERRVILLE ISD,STARKEY EL,133903102,Elementary
KERRVILLE ISD,TIVY H S,133903001,Secondary
KERRVILLE ISD,TIVY UPPER EL,133903104,Middle
KILGORE ISD,CHANDLER EL,92902101,Elementary
KILGORE ISD,EASTVIEW COOP ALTER H S,92902004,Middle
KILGORE ISD,ELDER ALTER H S,92902003,Secondary
KILGORE ISD,KILGORE H S,92902002,Secondary
KILGORE ISD,KILGORE HEIGHTS EL,92902106,Elementary
KILGORE ISD,KILGORE INT,92902107,Elementary
KILGORE ISD,KILGORE SP-ED ANNEX,92902102,Both Elem/Sec
KILGORE ISD,MAUDE LAIRD MIDDLE,92902042,Middle
KILLEEN ISD,BELLAIRE EL,14906113,Elementary
KILLEEN ISD,BROOKHAVEN EL,14906125,Elementary
KILLEEN ISD,CEDAR VALLEY EL,14906124,Elementary
KILLEEN ISD,CLARKE EL,14906116,Elementary
KILLEEN ISD,CLEAR CREEK EL,14906123,Elementary
KILLEEN ISD,CLIFTON PARK EL,14906102,Elementary
KILLEEN ISD,CVGA PROG,14906006,Secondary
KILLEEN ISD,DUNCAN EL,14906117,Elementary
KILLEEN ISD,EAST WARD EL,14906103,Elementary
KILLEEN ISD,EASTERN HILLS MIDDLE,14906046,Middle
KILLEEN ISD,ELLISON H S,14906002,Secondary
KILLEEN ISD,FAIRWAY MIDDLE,14906041,Middle
KILLEEN ISD,FOWLER EL,14906104,Elementary
KILLEEN ISD,HARKER HEIGHTS EL,14906105,Elementary
KILLEEN ISD,HAY BRANCH EL,14906119,Elementary
KILLEEN ISD,HAYNES EL,14906106,Elementary
KILLEEN ISD,KILLEEN ALTER CTR H S,14906004,Secondary
KILLEEN ISD,KILLEEN DEVEL CTR,14906107,Both Elem/Sec
KILLEEN ISD,KILLEEN H S,14906001,Secondary
KILLEEN ISD,MANOR MIDDLE,14906044,Middle
KILLEEN ISD,MARLBORO EL,14906114,Elementary
KILLEEN ISD,MEADOWS EL,14906108,Elementary
KILLEEN ISD,METROPLEX HOSPITAL,14906022,Elementary
KILLEEN ISD,MIDDLE LEVEL LRN CTR,14906009,Middle
KILLEEN ISD,MOUNTAIN VIEW EL,14906121,Elementary
KILLEEN ISD,NEW S E NINTH GR CTR,14906011,Secondary
KILLEEN ISD,NEW S W NINTH GR CTR,14906012,Secondary
KILLEEN ISD,NOLAN MIDDLE,14906042,Middle
KILLEEN ISD,NOLANVILLE EL,14906115,Elementary
KILLEEN ISD,PALO ALTO MIDDLE,14906048,Middle
KILLEEN ISD,PEEBLES EL,14906109,Elementary
KILLEEN ISD,PERSHING PARK EL,14906110,Elementary
KILLEEN ISD,RANCIER MIDDLE,14906043,Middle
KILLEEN ISD,REECES CREEK EL,14906122,Elementary
KILLEEN ISD,SMITH MIDDLE,14906045,Middle
KILLEEN ISD,SUGAR LOAF EL,14906111,Elementary
KILLEEN ISD,VENABLE VILLAGE EL,14906126,Elementary
KILLEEN ISD,WEST WARD EL,14906112,Elementary
KILLEEN ISD,WILLOW SPRINGS EL,14906120,Elementary
KILLEEN ISD,WOODS PSYCH INST,14906021,Both Elem/Sec
KINGSVILLE ISD,GILLETT INT,137901041,Middle
KINGSVILLE ISD,HARREL EL,137901109,Elementary
KINGSVILLE ISD,HARVEY EL,137901105,Elementary
KINGSVILLE ISD,HOMEBOUND,137901111,Both Elem/Sec
KINGSVILLE ISD,K E Y S ALTER H S,137901002,Secondary
KINGSVILLE ISD,KING H S,137901001,Secondary
KINGSVILLE ISD,KLEBERG EL,137901106,Elementary
KINGSVILLE ISD,L A S E R EXPULSION/SUSPENSION,137901003,Both Elem/Sec
KINGSVILLE ISD,LAMAR EL,137901107,Elementary
KINGSVILLE ISD,MCROBERTS EL,137901108,Elementary
KINGSVILLE ISD,MEMORIAL MIDDLE,137901042,Middle
KINGSVILLE ISD,PEREZ EL,137901110,Elementary
KIRBYVILLE ISD,KIRBYVILLE EL,121905103,Elementary
KIRBYVILLE ISD,KIRBYVILLE H S,121905001,Secondary
KIRBYVILLE ISD,KIRBYVILLE J H,121905041,Middle
KLEIN ISD,BENFER EL,101915107,Elementary
KLEIN ISD,BRILL EL,101915109,Elementary
KLEIN ISD,DOERRE INT,101915046,Middle
KLEIN ISD,EHRHARDT EL,101915110,Elementary
KLEIN ISD,EILAND EL,101915118,Elementary
KLEIN ISD,EPPS ISLAND EL,101915105,Elementary
KLEIN ISD,GREENWOOD FOREST EL,101915104,Elementary
KLEIN ISD,HAUDE EL,101915103,Elementary
KLEIN ISD,HILDEBRANDT INT,101915042,Middle
KLEIN ISD,KAISER EL,101915108,Elementary
KLEIN ISD,KLEB INT,101915045,Middle
KLEIN ISD,KLEIN FOREST H S,101915002,Secondary
KLEIN ISD,KLEIN H S,101915001,Secondary
KLEIN ISD,KLEIN INT,101915041,Middle
KLEIN ISD,KLEIN OAK H S,101915003,Secondary
KLEIN ISD,KLENK EL,101915117,Elementary
KLEIN ISD,KRAHN EL,101915113,Elementary
KLEIN ISD,KUEHNLE EL,101915115,Elementary
KLEIN ISD,LEMM EL,101915111,Elementary
KLEIN ISD,MITTELSTADT EL,101915116,Elementary
KLEIN ISD,NITSCH EL,101915112,Elementary
KLEIN ISD,NORTHAMPTON EL,101915102,Elementary
KLEIN ISD,ROTH EL,101915114,Elementary
KLEIN ISD,SCHULTZ EL,101915119,Elementary
KLEIN ISD,STRACK INT,101915044,Middle
KLEIN ISD,THEISS EL,101915106,Elementary
KLEIN ISD,WUNDERLICH INT,101915043,Middle
KLONDIKE ISD,KLONDIKE EL,58905101,Elementary
KLONDIKE ISD,KLONDIKE H S,58905001,Both Elem/Sec
KNIPPA ISD,KNIPPA SCHOOL,232901001,Both Elem/Sec
KNOX CITY-O'BRIEN ISD,KNOX CITY EL,138902101,Elementary
KNOX CITY-O'BRIEN ISD,KNOX CITY H S,138902001,Secondary
KNOX CITY-O'BRIEN ISD,O'BRIEN MIDDLE,138902041,Middle
KOPPERL ISD,KOPPERL SCHOOL,18907001,Both Elem/Sec
KOUNTZE ISD,KOUNTZE EL,100903101,Elementary
KOUNTZE ISD,KOUNTZE H S,100903002,Secondary
KOUNTZE ISD,KOUNTZE MIDDLE,100903041,Middle
KRESS ISD,KRESS EL,219905101,Elementary
KRESS ISD,KRESS H S,219905001,Secondary
KRUM ISD,DYER EL,61905101,Elementary
KRUM ISD,KRUM H S,61905001,Secondary
KRUM ISD,KRUM INT,61905102,Elementary
KRUM ISD,KRUM MIDDLE,61905041,Middle
LA FERIA ISD,C E VAIL EL,31905103,Elementary
LA FERIA ISD,LA FERIA ALTER,31905002,Secondary
LA FERIA ISD,LA FERIA H S,31905001,Secondary
LA FERIA ISD,LEE EL,31905102,Elementary
LA FERIA ISD,SAM HOUSTON EL,31905101,Elementary
LA FERIA ISD,WILLIAM B GREEN MIDDLE,31905041,Middle
LA GLORIA ISD,LA GLORIA EL,125906101,Elementary
LA GRANGE ISD,HERMES EL,75902101,Elementary
LA GRANGE ISD,LA GRANGE H S,75902001,Secondary
LA GRANGE ISD,LA GRANGE INT,75902102,Elementary
LA GRANGE ISD,LA GRANGE MIDDLE,75902041,Middle
LA JOYA ISD,ALTER CTR FOR ED,108912003,Secondary
LA JOYA ISD,BENAVIDES EL,108912105,Elementary
LA JOYA ISD,CESAR CHAVEZ MIDDLE,108912042,Middle
LA JOYA ISD,E B REYNA EL,108912108,Elementary
LA JOYA ISD,ELIGIO KIKA DE LA GARZA EL,108912107,Elementary
LA JOYA ISD,ELODIA R CHAPA EL,108912109,Elementary
LA JOYA ISD,FLORES EL,108912104,Elementary
LA JOYA ISD,J F KENNEDY EL,108912102,Elementary
LA JOYA ISD,JOSE DE ESCANDON EL,108912110,Elementary
LA JOYA ISD,LA JOYA H S,108912001,Secondary
LA JOYA ISD,LA JOYA 9TH GRADE,108912004,Secondary
LA JOYA ISD,LEO J LEO EL,108912106,Elementary
LA JOYA ISD,MEMORIAL MIDDLE,108912044,Middle
LA JOYA ISD,NELLIE SCHUNIOR MIDDLE,108912041,Middle
LA MARQUE ISD,HIGHLANDS EL,84904101,Elementary
LA MARQUE ISD,INTER CITY EL,84904102,Elementary
LA MARQUE ISD,LA MARQUE H S,84904001,Secondary
LA MARQUE ISD,LA MARQUE MIDDLE,84904041,Middle
LA MARQUE ISD,LAKE ROAD EL,84904103,Elementary
LA MARQUE ISD,SIMMS EL,84904105,Elementary
LA MARQUE ISD,WESTLAWN EL,84904107,Elementary
LA PORTE ISD,BAKER J H,101916042,Middle
LA PORTE ISD,BAYSHORE EL,101916104,Elementary
LA PORTE ISD,COLLEGE PARK EL,101916105,Elementary
LA PORTE ISD,DEWALT ALTER,101916002,Secondary
LA PORTE ISD,EARLY CHILDHOOD CTR,101916108,Elementary
LA PORTE ISD,HIGH POINT ALTER,101916009,Secondary
LA PORTE ISD,JENNIE REID EL,101916101,Elementary
LA PORTE ISD,LA PORTE EL,101916103,Elementary
LA PORTE ISD,LA PORTE H S,101916001,Secondary
LA PORTE ISD,LA PORTE J H,101916041,Middle
LA PORTE ISD,LEO RIZZUTO EL,101916107,Elementary
LA PORTE ISD,LOMAX EL,101916106,Elementary
LA PORTE ISD,LOMAX J H,101916043,Middle
LA POYNOR ISD,LA POYNOR EL,107910101,Elementary
LA POYNOR ISD,LA POYNOR H S,107910001,Secondary
LA PRYOR ISD,LA PRYOR EL,254902101,Elementary
LA PRYOR ISD,LA PRYOR H S,254902001,Secondary
LA PRYOR ISD,LA PRYOR MIDDLE,254902041,Middle
LA VEGA ISD,EAST LA VEGA INT,161906103,Elementary
LA VEGA ISD,H P MILES MIDDLE,161906042,Middle
LA VEGA ISD,LA VEGA EL,161906105,Elementary
LA VEGA ISD,LA VEGA H S,161906002,Secondary
LA VEGA ISD,LA VEGA PRI,161906106,Elementary
LA VEGA ISD,OPTIONS,161906003,Secondary
LA VERNIA ISD,LA VERNIA EL,247903101,Elementary
LA VERNIA ISD,LA VERNIA H S,247903001,Secondary
LA VERNIA ISD,LA VERNIA MIDDLE,247903041,Middle
LA VILLA ISD,LA VILLA EL,108914101,Elementary
LA VILLA ISD,LA VILLA H S,108914001,Secondary
LA VILLA ISD,LA VILLA MIDDLE,108914041,Middle
LACKLAND ISD,LACKLAND EL,15913101,Elementary
LACKLAND ISD,LACKLAND JR/SR H S,15913001,Both Elem/Sec
LAGO VISTA ISD,LAGO VISTA EL,227912101,Elementary
LAGO VISTA ISD,LAGO VISTA H S,227912001,Both Elem/Sec
LAKE DALLAS ISD,CORINTH PRI,61912103,Elementary
LAKE DALLAS ISD,LAKE DALLAS EL,61912101,Elementary
LAKE DALLAS ISD,LAKE DALLAS H S,61912001,Secondary
LAKE DALLAS ISD,LAKE DALLAS MIDDLE,61912041,Middle
LAKE DALLAS ISD,LAKE DALLAS PRI,61912102,Elementary
LAKE TRAVIS ISD,LAKE TRAVIS EL,227913101,Elementary
LAKE TRAVIS ISD,LAKE TRAVIS H S,227913001,Secondary
LAKE TRAVIS ISD,LAKE TRAVIS MIDDLE,227913041,Middle
LAKE TRAVIS ISD,LAKEWAY EL,227913102,Elementary
LAKE WORTH ISD,EFFIE MORRIS EL,220910101,Both Elem/Sec
LAKE WORTH ISD,JAMES HODGKINS INT,220910102,Middle
LAKE WORTH ISD,LAKE WORTH H S,220910001,Secondary
LAKE WORTH ISD,N A HOWRY MIDDLE,220910041,Middle
LAKE WORTH ISD,SECOND CHANCE H S,220910005,Secondary
LAKEVIEW ISD,LAKEVIEW SCHOOL,96908001,Both Elem/Sec
LAMAR CONSOLIDATED ISD,ALTER SCH,79901008,Secondary
LAMAR CONSOLIDATED ISD,B F TERRY H S,79901002,Secondary
LAMAR CONSOLIDATED ISD,BEASLEY EL,79901101,Elementary
LAMAR CONSOLIDATED ISD,BOWIE EL,79901102,Elementary
LAMAR CONSOLIDATED ISD,COMMUNITY CTR,79901005,Both Elem/Sec
LAMAR CONSOLIDATED ISD,CROCKETT MIDDLE,79901106,Middle
LAMAR CONSOLIDATED ISD,GEORGE J H,79901042,Middle
LAMAR CONSOLIDATED ISD,HUGGINS EL,79901110,Elementary
LAMAR CONSOLIDATED ISD,JACKSON MIDDLE,79901103,Middle
LAMAR CONSOLIDATED ISD,JANE LONG EL,79901105,Elementary
LAMAR CONSOLIDATED ISD,JUVENILE DETENT CTR,79901133,Both Elem/Sec
LAMAR CONSOLIDATED ISD,LAMAR CONS H S,79901001,Secondary
LAMAR CONSOLIDATED ISD,LAMAR GUIDANCE CTR,79901004,Secondary
LAMAR CONSOLIDATED ISD,LAMAR J H,79901041,Middle
LAMAR CONSOLIDATED ISD,MANFORD WILLIAMS EL,79901111,Elementary
LAMAR CONSOLIDATED ISD,MEYER EL,79901112,Elementary
LAMAR CONSOLIDATED ISD,NAVARRO EL,79901113,Elementary
LAMAR CONSOLIDATED ISD,PLACE (16-21),79901007,Secondary
LAMAR CONSOLIDATED ISD,SMITH EL,79901107,Elementary
LAMAR CONSOLIDATED ISD,STEPHEN F AUSTIN EL,79901114,Elementary
LAMAR CONSOLIDATED ISD,SUSANNA DICKINSON EL,79901115,Elementary
LAMAR CONSOLIDATED ISD,TAYLOR RAY EL,79901109,Elementary
LAMAR CONSOLIDATED ISD,TRAVIS EL,79901108,Elementary
LAMAR CONSOLIDATED ISD,TRINITY LIFE CTR,79901131,Both Elem/Sec
LAMAR CONSOLIDATED ISD,YOUTH OPPORTUNITY UNLIMITED,79901132,Middle
LAMESA ISD,ALTER CTR,58906002,Secondary
LAMESA ISD,CENTRAL EL,58906106,Elementary
LAMESA ISD,LAMESA H S,58906001,Secondary
LAMESA ISD,LAMESA MIDDLE,58906041,Middle
LAMESA ISD,NORTH EL,58906103,Elementary
LAMESA ISD,ROGERS EL,58906104,Elementary
LAMESA ISD,SOUTH EL,58906105,Elementary
LAMPASAS ISD,DEPT OF EXCEPT CHILD,141901199,Elementary
LAMPASAS ISD,LAMPASAS ALTER H S,141901003,Secondary
LAMPASAS ISD,LAMPASAS H S,141901001,Secondary
LAMPASAS ISD,LAMPASAS MIDDLE,141901041,Both Elem/Sec
LAMPASAS ISD,LAMPASAS PRI,141901102,Elementary
LAMPASAS ISD,RESIDENTIAL TREAT CTR,141901002,Secondary
LAMPASAS ISD,WHITIS EL,141901101,Elementary
LANCASTER ISD,HOUSTON EL,57913102,Elementary
LANCASTER ISD,LANCASTER H S,57913001,Secondary
LANCASTER ISD,LANCASTER INT,57913105,Middle
LANCASTER ISD,LANCASTER J H,57913041,Middle
LANCASTER ISD,MILLBROOK EL,57913106,Elementary
LANCASTER ISD,PLEASANT RUN EL,57913101,Elementary
LANCASTER ISD,ROLLING HILLS EL,57913107,Elementary
LANCASTER ISD,WEST MAIN EL,57913103,Elementary
LANEVILLE ISD,LANEVILLE SCHOOL,201903001,Both Elem/Sec
LAREDO ISD,BRUNI EL,240901101,Elementary
LAREDO ISD,BUENOS AIRES EL,240901102,Elementary
LAREDO ISD,CHRISTEN MIDDLE,240901041,Middle
LAREDO ISD,D D HACHAR EL,240901119,Elementary
